episode_uid,run_id,execution_order_in_run,task_suite_name,task_id,task_description,initial_state_index,trial_index,eval_seed,episode_seed,bddl_relative_path,bddl_sha256,init_state_file_relative_path,init_state_file_sha256,libero_pro_commit
libero_goal_object::task05::init000::eval_seed000,goal_object_t0to9,51,libero_goal_object,5,push the plate to the front of the stove,0,0,0,0,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init001::eval_seed000,goal_object_t0to9,52,libero_goal_object,5,push the plate to the front of the stove,1,1,0,1,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init002::eval_seed000,goal_object_t0to9,53,libero_goal_object,5,push the plate to the front of the stove,2,2,0,2,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init003::eval_seed000,goal_object_t0to9,54,libero_goal_object,5,push the plate to the front of the stove,3,3,0,3,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init004::eval_seed000,goal_object_t0to9,55,libero_goal_object,5,push the plate to the front of the stove,4,4,0,4,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init005::eval_seed000,goal_object_t0to9,56,libero_goal_object,5,push the plate to the front of the stove,5,5,0,5,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init006::eval_seed000,goal_object_t0to9,57,libero_goal_object,5,push the plate to the front of the stove,6,6,0,6,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init007::eval_seed000,goal_object_t0to9,58,libero_goal_object,5,push the plate to the front of the stove,7,7,0,7,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init008::eval_seed000,goal_object_t0to9,59,libero_goal_object,5,push the plate to the front of the stove,8,8,0,8,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task05::init009::eval_seed000,goal_object_t0to9,60,libero_goal_object,5,push the plate to the front of the stove,9,9,0,9,libero_pro/bddl_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.bddl,05a04afe0e756395b4968ee3eec0a9715ec240959086eb8c874aeb62db227ec0,libero_pro/init_files/libero_goal_object/push_the_plate_to_the_front_of_the_stove.pruned_init,b15f1d48659f7ecf74ddc6be499a9238f10e5a93e33664adcae215ba028a573f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init000::eval_seed000,goal_object_t0to9,61,libero_goal_object,6,put the cream cheese on the bowl,0,0,0,0,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init001::eval_seed000,goal_object_t0to9,62,libero_goal_object,6,put the cream cheese on the bowl,1,1,0,1,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init002::eval_seed000,goal_object_t0to9,63,libero_goal_object,6,put the cream cheese on the bowl,2,2,0,2,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init003::eval_seed000,goal_object_t0to9,64,libero_goal_object,6,put the cream cheese on the bowl,3,3,0,3,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init004::eval_seed000,goal_object_t0to9,65,libero_goal_object,6,put the cream cheese on the bowl,4,4,0,4,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init005::eval_seed000,goal_object_t0to9,66,libero_goal_object,6,put the cream cheese on the bowl,5,5,0,5,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init006::eval_seed000,goal_object_t0to9,67,libero_goal_object,6,put the cream cheese on the bowl,6,6,0,6,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init007::eval_seed000,goal_object_t0to9,68,libero_goal_object,6,put the cream cheese on the bowl,7,7,0,7,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init008::eval_seed000,goal_object_t0to9,69,libero_goal_object,6,put the cream cheese on the bowl,8,8,0,8,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task06::init009::eval_seed000,goal_object_t0to9,70,libero_goal_object,6,put the cream cheese on the bowl,9,9,0,9,libero_pro/bddl_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.bddl,f7fb5c20c12bdce1fa989a2c863daa7732180d714bdb78453f2074629ae43688,libero_pro/init_files/libero_goal_object/put_the_cream_cheese_in_the_bowl.pruned_init,2bf294b1ebb56766c440441139c49292bede8587793cadcb93f6a418cd3d7c10,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init000::eval_seed000,goal_object_t0to9,71,libero_goal_object,7,turn on the stove,0,0,0,0,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init001::eval_seed000,goal_object_t0to9,72,libero_goal_object,7,turn on the stove,1,1,0,1,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init002::eval_seed000,goal_object_t0to9,73,libero_goal_object,7,turn on the stove,2,2,0,2,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init003::eval_seed000,goal_object_t0to9,74,libero_goal_object,7,turn on the stove,3,3,0,3,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init004::eval_seed000,goal_object_t0to9,75,libero_goal_object,7,turn on the stove,4,4,0,4,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init005::eval_seed000,goal_object_t0to9,76,libero_goal_object,7,turn on the stove,5,5,0,5,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init006::eval_seed000,goal_object_t0to9,77,libero_goal_object,7,turn on the stove,6,6,0,6,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init007::eval_seed000,goal_object_t0to9,78,libero_goal_object,7,turn on the stove,7,7,0,7,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init008::eval_seed000,goal_object_t0to9,79,libero_goal_object,7,turn on the stove,8,8,0,8,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task07::init009::eval_seed000,goal_object_t0to9,80,libero_goal_object,7,turn on the stove,9,9,0,9,libero_pro/bddl_files/libero_goal_object/turn_on_the_stove.bddl,9766aeef78848b2e41711b253b3cf1602a4c11ca8d37f7aa047a40a6d6f2ff3e,libero_pro/init_files/libero_goal_object/turn_on_the_stove.pruned_init,6d95f205b6492b3f69453d5117559f95f6f32c195f92192ef1040fc3de1966d5,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init000::eval_seed000,goal_object_t0to9,81,libero_goal_object,8,put the bowl on the plate,0,0,0,0,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init001::eval_seed000,goal_object_t0to9,82,libero_goal_object,8,put the bowl on the plate,1,1,0,1,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init002::eval_seed000,goal_object_t0to9,83,libero_goal_object,8,put the bowl on the plate,2,2,0,2,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init003::eval_seed000,goal_object_t0to9,84,libero_goal_object,8,put the bowl on the plate,3,3,0,3,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init004::eval_seed000,goal_object_t0to9,85,libero_goal_object,8,put the bowl on the plate,4,4,0,4,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init005::eval_seed000,goal_object_t0to9,86,libero_goal_object,8,put the bowl on the plate,5,5,0,5,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init006::eval_seed000,goal_object_t0to9,87,libero_goal_object,8,put the bowl on the plate,6,6,0,6,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init007::eval_seed000,goal_object_t0to9,88,libero_goal_object,8,put the bowl on the plate,7,7,0,7,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init008::eval_seed000,goal_object_t0to9,89,libero_goal_object,8,put the bowl on the plate,8,8,0,8,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task08::init009::eval_seed000,goal_object_t0to9,90,libero_goal_object,8,put the bowl on the plate,9,9,0,9,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_plate.bddl,69af3a8a44a5e2848894a13db9ecc0fb8b87ac8149fc6c18e1e0623bb7d8a5ce,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_plate.pruned_init,91bd3f2bfe19865bc532e62073231b3fe0e5ad7a268d3b72fc87f273c2216e93,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init000::eval_seed000,goal_object_t0to9,91,libero_goal_object,9,put the wine bottle on the rack,0,0,0,0,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init001::eval_seed000,goal_object_t0to9,92,libero_goal_object,9,put the wine bottle on the rack,1,1,0,1,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init002::eval_seed000,goal_object_t0to9,93,libero_goal_object,9,put the wine bottle on the rack,2,2,0,2,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init003::eval_seed000,goal_object_t0to9,94,libero_goal_object,9,put the wine bottle on the rack,3,3,0,3,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init004::eval_seed000,goal_object_t0to9,95,libero_goal_object,9,put the wine bottle on the rack,4,4,0,4,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init005::eval_seed000,goal_object_t0to9,96,libero_goal_object,9,put the wine bottle on the rack,5,5,0,5,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init006::eval_seed000,goal_object_t0to9,97,libero_goal_object,9,put the wine bottle on the rack,6,6,0,6,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init007::eval_seed000,goal_object_t0to9,98,libero_goal_object,9,put the wine bottle on the rack,7,7,0,7,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init008::eval_seed000,goal_object_t0to9,99,libero_goal_object,9,put the wine bottle on the rack,8,8,0,8,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task09::init009::eval_seed000,goal_object_t0to9,100,libero_goal_object,9,put the wine bottle on the rack,9,9,0,9,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_the_rack.bddl,4cf8e44712a7a269200114ef61176e4b8a1b21d1531b09abaf2478f0b8fe0769,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_the_rack.pruned_init,45f7e4e88cef72525904bb8f8ac57fa4fa51d277f2a7b9718beee0f6b657e9f0,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task00::init040::eval_seed000,goal_object_t40to49,1,libero_goal_object,0,open the middle layer of the drawer,40,40,0,40,libero_pro/bddl_files/libero_goal_object/open_the_middle_drawer_of_the_cabinet.bddl,2ba1c3abe63f78095dd0ebce54808e29ec560fa069b2f0924a5c8ea93cf21e35,libero_pro/init_files/libero_goal_object/open_the_middle_drawer_of_the_cabinet.pruned_init,73f94bb57f8625939e3459f575a46fc84b7babe8cc638b4b281a8ef4d789c11d,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task00::init041::eval_seed000,goal_object_t40to49,2,libero_goal_object,0,open the middle layer of the drawer,41,41,0,41,libero_pro/bddl_files/libero_goal_object/open_the_middle_drawer_of_the_cabinet.bddl,2ba1c3abe63f78095dd0ebce54808e29ec560fa069b2f0924a5c8ea93cf21e35,libero_pro/init_files/libero_goal_object/open_the_middle_drawer_of_the_cabinet.pruned_init,73f94bb57f8625939e3459f575a46fc84b7babe8cc638b4b281a8ef4d789c11d,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task00::init042::eval_seed000,goal_object_t40to49,3,libero_goal_object,0,open the middle layer of the drawer,42,42,0,42,libero_pro/bddl_files/libero_goal_object/open_the_middle_drawer_of_the_cabinet.bddl,2ba1c3abe63f78095dd0ebce54808e29ec560fa069b2f0924a5c8ea93cf21e35,libero_pro/init_files/libero_goal_object/open_the_middle_drawer_of_the_cabinet.pruned_init,73f94bb57f8625939e3459f575a46fc84b7babe8cc638b4b281a8ef4d789c11d,UNAVAILABLE_NOT_A_GIT_CHECKOUT
